Replicate,Duration,Date,Dorm,Column,PEMV,Source Species,Weevil,Ladybird,Source weevil damage,Plant Number,Total Aphids,Total Adults,Total Nymphs,Top Maternal,Top Nymph,Top Total,Middle Maternal,Middle Nymph,Middle Total,Bottom Maternal,Bottom Nymph,Bottom Total,Weevil Herbivory
1,7,8.8.2017,22,A,,Vetch,Absent,Absent,No,1,73,13,60,5,25,30,7,30,37,1,5,6,No
1,7,8.8.2017,22,B,,Vetch,Absent,Absent,No,1,42,12,30,10,18,28,2,12,14,0,0,0,No
1,7,8.8.2017,23,A,,Vetch,Absent,Absent,No,1,46,8,38,2,7,9,0,0,0,6,31,37,No
1,7,8.8.2017,23,B,,Vetch,Absent,Absent,No,1,92,24,68,12,14,26,10,49,59,2,5,7,No
1,7,8.8.2017,24,A,,Vetch,Absent,Absent,No,1,4,0,4,0,0,0,0,0,0,0,4,4,No
1,7,8.8.2017,24,B,,Vetch,Absent,Absent,No,1,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,A,,Vetch,Absent,Present,No,1,3,2,1,1,0,1,0,1,1,1,0,1,No
1,7,8.8.2017,25,B,,Vetch,Absent,Present,No,1,20,3,17,1,6,7,1,2,3,1,9,10,No
1,7,8.8.2017,26,A,,Vetch,Absent,Present,No,1,3,3,0,1,0,1,1,0,1,1,0,1,No
1,7,8.8.2017,26,B,,Vetch,Absent,Present,No,1,35,4,31,4,28,32,0,3,3,0,0,0,No
1,7,8.8.2017,27,A,,Vetch,Absent,Present,No,1,4,1,3,1,1,2,0,2,2,0,0,0,No
1,7,8.8.2017,27,B,,Vetch,Absent,Present,No,1,10,1,9,1,4,5,0,0,0,0,5,5,No
1,7,8.8.2017,28,A,,Vetch,Absent,Present,No,1,3,1,2,0,0,0,0,1,1,1,1,2,No
1,7,8.8.2017,28,B,,Vetch,Absent,Present,No,1,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,29,A,,Pea,Absent,Absent,No,1,58,14,44,5,13,18,8,22,30,1,9,10,No
1,7,8.8.2017,29,B,,Pea,Absent,Absent,No,1,21,6,15,2,1,3,3,11,14,1,3,4,No
1,7,8.8.2017,30,A,,Pea,Absent,Absent,No,1,65,9,56,7,38,45,1,8,9,1,10,11,No
1,7,8.8.2017,30,B,,Pea,Absent,Absent,No,1,11,5,6,4,5,9,1,1,2,0,0,0,No
1,7,8.8.2017,31,A,,Pea,Absent,Absent,No,1,33,15,18,7,5,12,0,0,0,8,13,21,No
1,7,8.8.2017,31,B,,Pea,Absent,Absent,No,1,5,1,4,1,2,3,0,1,1,0,1,1,No
1,7,8.8.2017,32,A,,Pea,Absent,Absent,No,1,50,9,41,9,38,47,0,1,1,0,2,2,No
1,7,8.8.2017,32,B,,Pea,Absent,Absent,No,1,33,7,26,6,16,22,1,10,11,0,0,0,No
1,7,8.8.2017,1,A,,Vetch,Present,Absent,Yes,2,19,7,12,2,1,3,0,3,3,5,8,13,No
1,7,8.8.2017,1,B,,Vetch,Present,Absent,Yes,2,6,5,1,1,0,1,0,1,1,4,0,4,No
1,7,8.8.2017,2,A,,Vetch,Present,Absent,No,2,17,4,13,2,11,13,0,0,0,2,2,4,No
1,7,8.8.2017,2,B,,Vetch,Present,Absent,No,2,30,16,14,0,0,0,15,0,15,1,14,15,No
1,7,8.8.2017,3,A,,Vetch,Present,Absent,Yes,2,38,13,25,8,16,24,5,4,9,0,5,5,No
1,7,8.8.2017,3,B,,Vetch,Present,Absent,Yes,2,17,0,17,0,0,0,0,8,8,0,9,9,No
1,7,8.8.2017,4,A,,Vetch,Present,Absent,Yes,2,8,0,8,0,0,0,0,0,0,0,8,8,No
1,7,8.8.2017,4,B,,Vetch,Present,Absent,Yes,2,22,4,18,1,0,1,1,0,1,2,18,20,No
1,7,8.8.2017,5,A,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,5,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,6,A,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,6,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,7,A,,Pea,Present,Absent,No,2,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,7,B,,Pea,Present,Absent,No,2,13,0,13,0,0,0,0,2,2,0,11,11,No
1,7,8.8.2017,8,A,,Pea,Present,Present,Yes,2,11,1,10,0,0,0,0,0,0,1,10,11,No
1,7,8.8.2017,8,B,,Pea,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,A,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,B,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,10,A,,Pea,Present,Absent,Yes,2,6,0,6,0,0,0,0,1,1,0,5,5,No
1,7,8.8.2017,10,B,,Pea,Present,Absent,Yes,2,7,0,7,0,6,6,0,0,0,0,1,1,No
1,7,8.8.2017,11,A,,Pea,Present,Absent,No,2,13,2,11,1,2,3,0,0,0,1,9,10,No
1,7,8.8.2017,11,B,,Pea,Present,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,12,A,,Pea,Absent,Absent,No,2,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,12,B,,Pea,Absent,Absent,No,2,29,1,28,1,0,1,0,10,10,0,18,18,No
1,7,8.8.2017,13,A,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,13,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,14,A,,Pea,Absent,Present,No,2,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,14,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,15,A,,Pea,Absent,Present,No,2,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,15,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,16,A,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,16,B,,Pea,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,17,A,,Vetch,Present,Present,Yes,2,23,4,19,0,0,0,0,0,0,4,19,23,Yes
1,7,8.8.2017,17,B,,Vetch,Present,Present,Yes,2,6,2,4,0,0,0,0,1,1,2,3,5,Yes
1,7,8.8.2017,18,A,,Vetch,Present,Present,No,2,4,1,3,1,0,1,0,2,2,0,1,1,No
1,7,8.8.2017,18,B,,Vetch,Present,Present,No,2,1,0,1,0,0,0,0,0,0,0,1,1,Yes
1,7,8.8.2017,19,A,,Vetch,Present,Present,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,7,8.8.2017,19,B,,Vetch,Present,Present,Yes,2,17,10,7,0,0,0,9,0,9,1,7,8,Yes
1,7,8.8.2017,20,A,,Vetch,Present,Present,Yes,2,2,0,2,0,2,2,0,0,0,0,0,0,Yes
1,7,8.8.2017,20,B,,Vetch,Present,Present,Yes,2,2,1,1,0,0,0,1,1,2,0,0,0,Yes
1,7,8.8.2017,21,A,,Vetch,Absent,Absent,No,2,2,1,1,0,1,1,0,0,0,1,0,1,No
1,7,8.8.2017,21,B,,Vetch,Absent,Absent,No,2,8,3,5,0,0,0,1,3,4,2,2,4,No
1,7,8.8.2017,22,A,,Vetch,Absent,Absent,No,2,23,5,18,2,16,18,3,2,5,0,0,0,No
1,7,8.8.2017,22,B,,Vetch,Absent,Absent,No,2,5,1,4,1,1,2,0,0,0,0,3,3,No
1,7,8.8.2017,23,A,,Vetch,Absent,Absent,No,2,18,2,16,0,0,0,2,16,18,0,0,0,No
1,7,8.8.2017,23,B,,Vetch,Absent,Absent,No,2,10,1,9,1,8,9,0,0,0,0,1,1,No
1,7,8.8.2017,24,A,,Vetch,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,24,B,,Vetch,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,A,,Vetch,Absent,Present,No,2,7,1,6,0,0,0,0,0,0,1,6,7,No
1,7,8.8.2017,25,B,,Vetch,Absent,Present,No,2,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,26,A,,Vetch,Absent,Present,No,2,13,1,12,0,1,1,0,0,0,1,11,12,No
1,7,8.8.2017,26,B,,Vetch,Absent,Present,No,2,1,0,1,0,1,1,0,0,0,0,0,0,No
1,7,8.8.2017,27,A,,Vetch,Absent,Present,No,2,4,0,4,0,1,1,0,2,2,0,1,1,No
1,7,8.8.2017,27,B,,Vetch,Absent,Present,No,2,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,28,A,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,28,B,,Vetch,Absent,Present,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,29,A,,Pea,Absent,Absent,No,2,3,0,3,0,0,0,0,3,3,0,0,0,No
1,7,8.8.2017,29,B,,Pea,Absent,Absent,No,2,47,15,32,10,16,26,3,1,4,2,15,17,No
1,7,8.8.2017,30,A,,Pea,Absent,Absent,No,2,2,1,1,0,1,1,0,0,0,1,0,1,No
1,7,8.8.2017,30,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,31,A,,Pea,Absent,Absent,No,2,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,31,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,32,A,,Pea,Absent,Absent,No,2,4,1,3,0,0,0,1,1,2,0,2,2,No
1,7,8.8.2017,32,B,,Pea,Absent,Absent,No,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,1,A,,Vetch,Present,Absent,Yes,3,23,4,19,1,1,2,1,12,13,2,6,8,No
1,7,8.8.2017,1,B,,Vetch,Present,Absent,Yes,3,2,0,2,0,1,1,0,1,1,0,0,0,No
1,7,8.8.2017,2,A,,Vetch,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,2,B,,Vetch,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,3,A,,Vetch,Present,Absent,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,3,B,,Vetch,Present,Absent,Yes,3,3,0,3,0,0,0,0,3,3,0,0,0,No
1,7,8.8.2017,4,A,,Vetch,Present,Absent,Yes,3,24,1,23,0,0,0,1,10,11,0,13,13,No
1,7,8.8.2017,4,B,,Vetch,Present,Absent,Yes,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,5,A,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,5,B,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,6,A,,Pea,Present,Present,Yes,3,4,1,3,1,0,1,0,0,0,0,3,3,No
1,7,8.8.2017,6,B,,Pea,Present,Present,Yes,3,2,2,0,0,0,0,2,0,2,0,0,0,No
1,7,8.8.2017,7,A,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,7,B,,Pea,Present,Absent,No,3,2,0,2,0,0,0,0,0,0,0,2,2,No
1,7,8.8.2017,8,A,,Pea,Present,Present,Yes,3,4,0,4,0,0,0,0,0,0,0,4,4,No
1,7,8.8.2017,8,B,,Pea,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,A,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,B,,Pea,Present,Absent,No,3,9,1,8,1,8,9,0,0,0,0,0,0,No
1,7,8.8.2017,10,A,,Pea,Present,Absent,Yes,3,4,0,4,0,0,0,0,2,2,0,2,2,No
1,7,8.8.2017,10,B,,Pea,Present,Absent,Yes,3,10,0,10,0,2,2,0,8,8,0,0,0,No
1,7,8.8.2017,11,A,,Pea,Present,Absent,No,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,11,B,,Pea,Present,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,12,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,12,B,,Pea,Absent,Absent,No,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,7,8.8.2017,13,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,13,B,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,14,A,,Pea,Absent,Present,No,3,7,2,5,2,5,7,0,0,0,0,0,0,No
1,7,8.8.2017,14,B,,Pea,Absent,Present,No,3,14,0,14,0,14,14,0,0,0,0,0,0,No
1,7,8.8.2017,15,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,15,B,,Pea,Absent,Present,No,3,1,1,0,1,0,1,0,0,0,0,0,0,No
1,7,8.8.2017,16,A,,Pea,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,16,B,,Pea,Absent,Present,No,3,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,17,A,,Vetch,Present,Present,Yes,3,3,1,2,0,0,0,0,0,0,1,2,3,Yes
1,7,8.8.2017,17,B,,Vetch,Present,Present,Yes,3,5,1,4,0,2,2,0,0,0,1,2,3,No
1,7,8.8.2017,18,A,,Vetch,Present,Present,No,3,5,2,3,1,0,1,1,0,1,0,3,3,Yes
1,7,8.8.2017,18,B,,Vetch,Present,Present,No,3,2,0,2,0,1,1,0,0,0,0,1,1,No
1,7,8.8.2017,19,A,,Vetch,Present,Present,Yes,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,19,B,,Vetch,Present,Present,Yes,3,14,3,11,0,0,0,0,2,2,3,9,12,Yes
1,7,8.8.2017,20,A,,Vetch,Present,Present,Yes,3,1,0,1,0,0,0,0,1,1,0,0,0,Yes
1,7,8.8.2017,20,B,,Vetch,Present,Present,Yes,3,5,3,2,0,1,1,0,0,0,3,1,4,No
1,7,8.8.2017,21,A,,Vetch,Absent,Absent,No,3,2,0,2,0,2,2,0,0,0,0,0,0,No
1,7,8.8.2017,21,B,,Vetch,Absent,Absent,No,3,13,3,10,0,1,1,0,0,0,3,9,12,No
1,7,8.8.2017,22,A,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,22,B,,Vetch,Absent,Absent,No,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,23,A,,Vetch,Absent,Absent,No,3,3,0,3,0,0,0,0,1,1,0,2,2,No
1,7,8.8.2017,23,B,,Vetch,Absent,Absent,No,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,24,A,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,24,B,,Vetch,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,A,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,B,,Vetch,Absent,Present,No,3,5,1,4,0,0,0,1,4,5,0,0,0,No
1,7,8.8.2017,26,A,,Vetch,Absent,Present,No,3,1,1,0,0,0,0,1,0,1,0,0,0,No
1,7,8.8.2017,26,B,,Vetch,Absent,Present,No,3,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,27,A,,Vetch,Absent,Present,No,3,12,4,8,0,2,2,1,2,3,3,4,7,No
1,7,8.8.2017,27,B,,Vetch,Absent,Present,No,3,6,1,5,0,0,0,1,5,6,0,0,0,No
1,7,8.8.2017,28,A,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,28,B,,Vetch,Absent,Present,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,29,A,,Pea,Absent,Absent,No,3,2,2,0,0,0,0,2,0,2,0,0,0,No
1,7,8.8.2017,29,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,30,A,,Pea,Absent,Absent,No,3,2,0,2,0,2,2,0,0,0,0,0,0,No
1,7,8.8.2017,30,B,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,31,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,31,B,,Pea,Absent,Absent,No,3,2,1,1,0,0,0,1,1,2,0,0,0,No
1,7,8.8.2017,32,A,,Pea,Absent,Absent,No,3,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,32,B,,Pea,Absent,Absent,No,3,6,2,4,0,0,0,0,0,0,2,4,6,No
1,7,8.8.2017,1,A,,Vetch,Present,Absent,Yes,4,20,2,18,2,16,18,0,1,1,0,1,1,No
1,7,8.8.2017,1,B,,Vetch,Present,Absent,Yes,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,2,A,,Vetch,Present,Absent,No,4,26,1,25,0,0,0,0,0,0,1,25,26,No
1,7,8.8.2017,2,B,,Vetch,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,3,A,,Vetch,Present,Absent,Yes,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,3,B,,Vetch,Present,Absent,Yes,4,9,4,5,2,5,7,2,0,2,0,0,0,No
1,7,8.8.2017,4,A,,Vetch,Present,Absent,Yes,4,23,1,22,1,3,4,0,7,7,0,12,12,No
1,7,8.8.2017,4,B,,Vetch,Present,Absent,Yes,4,17,3,14,0,1,1,1,4,5,2,9,11,No
1,7,8.8.2017,5,A,,Pea,Present,Present,Yes,4,2,0,2,0,0,0,0,1,1,0,1,1,No
1,7,8.8.2017,5,B,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,6,A,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,6,B,,Pea,Present,Present,Yes,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,7,A,,Pea,Present,Absent,No,4,1,0,1,0,1,1,0,0,0,0,0,0,No
1,7,8.8.2017,7,B,,Pea,Present,Absent,No,4,1,0,1,0,0,0,0,1,1,0,0,0,Yes
1,7,8.8.2017,8,A,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,8,B,,Pea,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,A,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,B,,Pea,Present,Absent,No,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,10,A,,Pea,Present,Absent,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,10,B,,Pea,Present,Absent,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,11,A,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,11,B,,Pea,Present,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,12,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,12,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,13,A,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,13,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,14,A,,Pea,Absent,Present,No,4,9,2,7,2,7,9,0,0,0,0,0,0,No
1,7,8.8.2017,14,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,15,A,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,15,B,,Pea,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,16,A,,Pea,Absent,Present,No,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,16,B,,Pea,Absent,Present,No,4,1,0,1,0,1,1,0,0,0,0,0,0,No
1,7,8.8.2017,17,A,,Vetch,Present,Present,Yes,4,1,0,1,0,0,0,0,0,0,0,1,1,Yes
1,7,8.8.2017,17,B,,Vetch,Present,Present,Yes,4,2,0,2,0,0,0,0,0,0,0,2,2,No
1,7,8.8.2017,18,A,,Vetch,Present,Present,No,4,13,6,7,6,7,13,0,0,0,0,0,0,Yes
1,7,8.8.2017,18,B,,Vetch,Present,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,7,8.8.2017,19,A,,Vetch,Present,Present,Yes,4,1,1,0,0,0,0,0,0,0,1,0,1,No
1,7,8.8.2017,19,B,,Vetch,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,20,A,,Vetch,Present,Present,Yes,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,20,B,,Vetch,Present,Present,Yes,4,5,0,5,0,0,0,0,1,1,0,4,4,No
1,7,8.8.2017,21,A,,Vetch,Absent,Absent,No,4,8,1,7,0,5,5,0,0,0,1,2,3,No
1,7,8.8.2017,21,B,,Vetch,Absent,Absent,No,4,1,1,0,1,0,1,0,0,0,0,0,0,No
1,7,8.8.2017,22,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,22,B,,Vetch,Absent,Absent,No,4,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,23,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,23,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,24,A,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,24,B,,Vetch,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,A,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,25,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,26,A,,Vetch,Absent,Present,No,4,1,1,0,1,0,1,0,0,0,0,0,0,No
1,7,8.8.2017,26,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,27,A,,Vetch,Absent,Present,No,4,4,0,4,0,0,0,0,4,4,0,0,0,No
1,7,8.8.2017,27,B,,Vetch,Absent,Present,No,4,3,0,3,0,0,0,0,1,1,0,2,2,No
1,7,8.8.2017,28,A,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,28,B,,Vetch,Absent,Present,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,29,A,,Pea,Absent,Absent,No,4,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,29,B,,Pea,Absent,Absent,No,4,22,3,19,3,19,22,0,0,0,0,0,0,No
1,7,8.8.2017,30,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,30,B,,Pea,Absent,Absent,No,4,1,0,1,0,1,1,0,0,0,0,0,0,No
1,7,8.8.2017,31,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,31,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,32,A,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,32,B,,Pea,Absent,Absent,No,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,1,A,,Vetch,Present,Absent,Yes,5,7,3,4,0,0,0,0,0,0,3,4,7,No
1,7,8.8.2017,1,B,,Vetch,Present,Absent,Yes,5,12,3,9,3,6,9,0,1,1,0,2,2,No
1,7,8.8.2017,2,A,,Vetch,Present,Absent,No,5,28,2,26,2,15,17,0,11,11,0,0,0,No
1,7,8.8.2017,2,B,,Vetch,Present,Absent,No,5,34,1,33,1,11,12,0,16,16,0,6,6,No
1,7,8.8.2017,3,A,,Vetch,Present,Absent,Yes,5,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,3,B,,Vetch,Present,Absent,Yes,5,17,0,17,0,8,8,0,9,9,0,0,0,No
1,7,8.8.2017,4,A,,Vetch,Present,Absent,Yes,5,12,2,10,0,3,3,0,4,4,2,3,5,No
1,7,8.8.2017,4,B,,Vetch,Present,Absent,Yes,5,15,0,15,0,0,0,0,11,11,0,4,4,No
1,7,8.8.2017,5,A,,Pea,Present,Present,Yes,5,1,0,1,0,0,0,0,0,0,0,1,1,No
1,7,8.8.2017,5,B,,Pea,Present,Present,Yes,5,1,0,1,0,1,1,0,0,0,0,0,0,No
1,7,8.8.2017,6,A,,Pea,Present,Present,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,7,8.8.2017,6,B,,Pea,Present,Present,Yes,5,4,2,2,2,1,3,0,1,1,0,0,0,No
1,7,8.8.2017,7,A,,Pea,Present,Absent,No,5,2,1,1,0,0,0,0,0,0,1,1,2,No
1,7,8.8.2017,7,B,,Pea,Present,Absent,No,5,16,0,16,0,3,3,0,4,4,0,9,9,No
1,7,8.8.2017,8,A,,Pea,Present,Present,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,8,B,,Pea,Present,Present,Yes,5,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,9,A,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,9,B,,Pea,Present,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,10,A,,Pea,Present,Absent,Yes,5,0,0,0,0,0,0,0,0,0,0,0,0,No
1,7,8.8.2017,10,B,,Pea,Present,Absent,Yes,5,3,1,2,0,0,0,1,2,3,0,0,0,No
1,7,8.8.2017,11,A,,Pea,Present,Absent,No,5,4,0,4,0,0,0,0,4,4,0,0,0,No
1,7,8.8.2017,11,B,,Pea,Present,Absent,No,5,1,0,1,0,0,0,0,1,1,0,0,0,No
1,7,8.8.2017,12,A,,Pea,Absent,Absent,No,5,0,0,0,0,0,0,0,0,0,0,0,0,No
